,id,Nome da Instituicao,Nome do Curso de Graduacao,Codigo do Município do Curso,Modalidade de Ensino,Ano de Referencia,Quantidade de Ingressantes no Curso,Quantidade de Permanencia no Curso no ano de referencia,Quantidade de Concluintes no Curso no ano de referencia,Quantidade de Desistencia no Curso no ano de referencia,Quantidade de Falecimentos no Curso no ano de referencia,Taxa de Permanencia – TAP,Taxa de Conclusao Acumulada - TCA,Taxa de Desistencia Acumulada - TDA,Taxa de Conclusao Anual - TCAN,Taxa de Desistencia Anual - TADA,Nome do Município
128366,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA ELÉTRICA,3505500,Presencial,2018,24,8,1,5,0,"33,3","20,8","45,8","4,2","20,8",Barretos
128367,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA ELÉTRICA,3505500,Presencial,2019,24,8,0,0,0,"33,3","20,8","45,8",0,0,Barretos
128368,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA ELÉTRICA,3505500,Presencial,2020,24,7,0,1,0,"29,2","20,8",50,0,"4,2",Barretos
128369,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA ELÉTRICA,3505500,Presencial,2021,24,3,4,0,0,"12,5","37,5",50,"16,7",0,Barretos
128400,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA QUÍMICA,3505500,Presencial,2017,22,18,0,4,0,"81,8",0,"18,2",0,"18,2",Barretos
128401,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA QUÍMICA,3505500,Presencial,2018,22,16,1,1,0,"72,7","4,5","22,7","4,5","4,5",Barretos
128402,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA QUÍMICA,3505500,Presencial,2019,22,12,0,4,0,"54,5","4,5","40,9",0,"18,2",Barretos
128403,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA QUÍMICA,3505500,Presencial,2020,22,7,3,2,0,"31,8","18,2",50,"13,6","9,1",Barretos
128404,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA QUÍMICA,3505500,Presencial,2021,22,1,6,0,0,"4,5","45,5",50,"27,3",0,Barretos
128405,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA DE PRODUÇÃO,3505500,Presencial,2017,24,19,1,4,0,"79,2","4,2","16,7","4,2","16,7",Barretos
128406,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA DE PRODUÇÃO,3505500,Presencial,2018,24,14,0,5,0,"58,3","4,2","37,5",0,"20,8",Barretos
128407,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA DE PRODUÇÃO,3505500,Presencial,2019,24,13,0,1,0,"54,2","4,2","41,7",0,"4,2",Barretos
128408,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA DE PRODUÇÃO,3505500,Presencial,2020,24,11,1,1,0,"45,8","8,3","45,8","4,2","4,2",Barretos
128409,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA DE PRODUÇÃO,3505500,Presencial,2021,24,0,10,1,0,0,50,50,"41,7","4,2",Barretos
128410,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA MECÂNICA,3505500,Presencial,2017,55,38,3,14,0,"69,1","5,5","25,5","5,5","25,5",Barretos
128411,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA MECÂNICA,3505500,Presencial,2018,55,26,0,12,0,"47,3","5,5","47,3",0,"21,8",Barretos
128412,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA MECÂNICA,3505500,Presencial,2019,55,20,1,5,0,"36,4","7,3","56,4","1,8","9,1",Barretos
128413,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA MECÂNICA,3505500,Presencial,2020,55,20,0,0,0,"36,4","7,3","56,4",0,0,Barretos
128414,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA MECÂNICA,3505500,Presencial,2021,55,7,11,2,0,"12,7","27,3",60,20,"3,6",Barretos
128850,3743,FACULDADE DE JACAREÍ,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3524402,Presencial,2017,13,13,0,0,0,100,0,0,0,0,Jacareí
128851,3743,FACULDADE DE JACAREÍ,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3524402,Presencial,2018,13,1,0,12,0,"7,7",0,"92,3",0,"92,3",Jacareí
128852,3743,FACULDADE DE JACAREÍ,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3524402,Presencial,2019,13,1,0,0,0,"7,7",0,"92,3",0,0,Jacareí
128853,3743,FACULDADE DE JACAREÍ,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3524402,Presencial,2020,13,0,1,0,0,0,"7,7","92,3","7,7",0,Jacareí
128854,3743,FACULDADE DE JACAREÍ,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3524402,Presencial,2021,13,0,0,0,0,0,"7,7","92,3",0,0,Jacareí
128885,3753,FACULDADES INTEGRADAS DOM PEDRO II,ENGENHARIA CIVIL,3549805,Presencial,2017,6,0,0,6,0,0,0,100,0,100,São José do Rio Preto
128886,3753,FACULDADES INTEGRADAS DOM PEDRO II,ENGENHARIA CIVIL,3549805,Presencial,2018,6,0,0,0,0,0,0,100,0,0,São José do Rio Preto
128887,3753,FACULDADES INTEGRADAS DOM PEDRO II,ENGENHARIA CIVIL,3549805,Presencial,2019,6,0,0,0,0,0,0,100,0,0,São José do Rio Preto
128888,3753,FACULDADES INTEGRADAS DOM PEDRO II,ENGENHARIA CIVIL,3549805,Presencial,2020,6,0,0,0,0,0,0,100,0,0,São José do Rio Preto
128889,3753,FACULDADES INTEGRADAS DOM PEDRO II,ENGENHARIA CIVIL,3549805,Presencial,2021,6,0,0,0,0,0,0,100,0,0,São José do Rio Preto
131035,3936,FACULDADE ANHANGUERA DE LIMEIRA,ENGENHARIA DE PRODUÇÃO,3526902,Presencial,2017,53,36,0,17,0,"67,9",0,"32,1",0,"32,1",Limeira
131036,3936,FACULDADE ANHANGUERA DE LIMEIRA,ENGENHARIA DE PRODUÇÃO,3526902,Presencial,2018,53,23,0,13,0,"43,4",0,"56,6",0,"24,5",Limeira
131037,3936,FACULDADE ANHANGUERA DE LIMEIRA,ENGENHARIA DE PRODUÇÃO,3526902,Presencial,2019,53,16,0,7,0,"30,2",0,"69,8",0,"13,2",Limeira
131038,3936,FACULDADE ANHANGUERA DE LIMEIRA,ENGENHARIA DE PRODUÇÃO,3526902,Presencial,2020,53,14,0,2,0,"26,4",0,"73,6",0,"3,8",Limeira
131039,3936,FACULDADE ANHANGUERA DE LIMEIRA,ENGENHARIA DE PRODUÇÃO,3526902,Presencial,2021,53,8,3,3,0,"15,1","5,7","79,2","5,7","5,7",Limeira
131040,3936,FACULDADE ANHANGUERA DE LIMEIRA,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3526902,Presencial,2017,45,30,0,15,0,"66,7",0,"33,3",0,"33,3",Limeira
131041,3936,FACULDADE ANHANGUERA DE LIMEIRA,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3526902,Presencial,2018,45,25,0,5,0,"55,6",0,"44,4",0,"11,1",Limeira
131042,3936,FACULDADE ANHANGUERA DE LIMEIRA,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3526902,Presencial,2019,45,19,0,6,0,"42,2",0,"57,8",0,"13,3",Limeira
131043,3936,FACULDADE ANHANGUERA DE LIMEIRA,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3526902,Presencial,2020,45,15,0,4,0,"33,3",0,"66,7",0,"8,9",Limeira
131044,3936,FACULDADE ANHANGUERA DE LIMEIRA,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3526902,Presencial,2021,45,8,5,2,0,"17,8","11,1","71,1","11,1","4,4",Limeira
131045,3936,FACULDADE ANHANGUERA DE LIMEIRA,ENGENHARIA MECÂNICA,3526902,Presencial,2017,69,50,0,19,0,"72,5",0,"27,5",0,"27,5",Limeira
131046,3936,FACULDADE ANHANGUERA DE LIMEIRA,ENGENHARIA MECÂNICA,3526902,Presencial,2018,69,32,0,18,0,"46,4",0,"53,6",0,"26,1",Limeira
131047,3936,FACULDADE ANHANGUERA DE LIMEIRA,ENGENHARIA MECÂNICA,3526902,Presencial,2019,69,21,0,11,0,"30,4",0,"69,6",0,"15,9",Limeira
131048,3936,FACULDADE ANHANGUERA DE LIMEIRA,ENGENHARIA MECÂNICA,3526902,Presencial,2020,69,19,0,2,0,"27,5",0,"72,5",0,"2,9",Limeira
131049,3936,FACULDADE ANHANGUERA DE LIMEIRA,ENGENHARIA MECÂNICA,3526902,Presencial,2021,69,6,5,8,0,"8,7","7,2","84,1","7,2","11,6",Limeira
131055,3936,FACULDADE ANHANGUERA DE LIMEIRA,ENGENHARIA CIVIL,3526902,Presencial,2017,83,54,0,29,0,"65,1",0,"34,9",0,"34,9",Limeira
131056,3936,FACULDADE ANHANGUERA DE LIMEIRA,ENGENHARIA CIVIL,3526902,Presencial,2018,83,31,0,23,0,"37,3",0,"62,7",0,"27,7",Limeira
131057,3936,FACULDADE ANHANGUERA DE LIMEIRA,ENGENHARIA CIVIL,3526902,Presencial,2019,83,21,0,10,0,"25,3",0,"74,7",0,12,Limeira
131058,3936,FACULDADE ANHANGUERA DE LIMEIRA,ENGENHARIA CIVIL,3526902,Presencial,2020,83,13,0,8,0,"15,7",0,"84,3",0,"9,6",Limeira
131059,3936,FACULDADE ANHANGUERA DE LIMEIRA,ENGENHARIA CIVIL,3526902,Presencial,2021,83,6,4,3,0,"7,2","4,8",88,"4,8","3,6",Limeira
131100,3937,Faculdade Anhanguera de Indaiatuba,ENGENHARIA DE PRODUÇÃO,3520509,Presencial,2017,41,28,0,13,0,"68,3",0,"31,7",0,"31,7",Indaiatuba
131101,3937,Faculdade Anhanguera de Indaiatuba,ENGENHARIA DE PRODUÇÃO,3520509,Presencial,2018,41,19,0,9,0,"46,3",0,"53,7",0,22,Indaiatuba
131102,3937,Faculdade Anhanguera de Indaiatuba,ENGENHARIA DE PRODUÇÃO,3520509,Presencial,2019,41,17,0,2,0,"41,5",0,"58,5",0,"4,9",Indaiatuba
131103,3937,Faculdade Anhanguera de Indaiatuba,ENGENHARIA DE PRODUÇÃO,3520509,Presencial,2020,41,14,1,2,0,"34,1","2,4","63,4","2,4","4,9",Indaiatuba
131104,3937,Faculdade Anhanguera de Indaiatuba,ENGENHARIA DE PRODUÇÃO,3520509,Presencial,2021,41,6,3,5,0,"14,6","9,8","75,6","7,3","12,2",Indaiatuba
131105,3937,Faculdade Anhanguera de Indaiatuba,ENGENHARIA MECÂNICA,3520509,Presencial,2017,54,38,0,16,0,"70,4",0,"29,6",0,"29,6",Indaiatuba
131106,3937,Faculdade Anhanguera de Indaiatuba,ENGENHARIA MECÂNICA,3520509,Presencial,2018,54,30,0,8,0,"55,6",0,"44,4",0,"14,8",Indaiatuba
131107,3937,Faculdade Anhanguera de Indaiatuba,ENGENHARIA MECÂNICA,3520509,Presencial,2019,54,23,0,7,0,"42,6",0,"57,4",0,13,Indaiatuba
131108,3937,Faculdade Anhanguera de Indaiatuba,ENGENHARIA MECÂNICA,3520509,Presencial,2020,54,19,0,4,0,"35,2",0,"64,8",0,"7,4",Indaiatuba
131109,3937,Faculdade Anhanguera de Indaiatuba,ENGENHARIA MECÂNICA,3520509,Presencial,2021,54,11,5,3,0,"20,4","9,3","70,4","9,3","5,6",Indaiatuba
131115,3937,Faculdade Anhanguera de Indaiatuba,ENGENHARIA ELÉTRICA,3520509,Presencial,2017,38,27,0,11,0,"71,1",0,"28,9",0,"28,9",Indaiatuba
131116,3937,Faculdade Anhanguera de Indaiatuba,ENGENHARIA ELÉTRICA,3520509,Presencial,2018,38,20,0,7,0,"52,6",0,"47,4",0,"18,4",Indaiatuba
131117,3937,Faculdade Anhanguera de Indaiatuba,ENGENHARIA ELÉTRICA,3520509,Presencial,2019,38,17,0,3,0,"44,7",0,"55,3",0,"7,9",Indaiatuba
131118,3937,Faculdade Anhanguera de Indaiatuba,ENGENHARIA ELÉTRICA,3520509,Presencial,2020,38,13,0,4,0,"34,2",0,"65,8",0,"10,5",Indaiatuba
131119,3937,Faculdade Anhanguera de Indaiatuba,ENGENHARIA ELÉTRICA,3520509,Presencial,2021,38,10,0,3,0,"26,3",0,"73,7",0,"7,9",Indaiatuba
131635,3978,FACULDADE DE TECNOLOGIA PENTÁGONO,MECATRÔNICA INDUSTRIAL,3547809,Presencial,2017,95,95,0,0,0,100,0,0,0,0,Santo André
131636,3978,FACULDADE DE TECNOLOGIA PENTÁGONO,MECATRÔNICA INDUSTRIAL,3547809,Presencial,2018,95,92,2,1,0,"96,8","2,1","1,1","2,1","1,1",Santo André
131637,3978,FACULDADE DE TECNOLOGIA PENTÁGONO,MECATRÔNICA INDUSTRIAL,3547809,Presencial,2019,95,76,12,4,0,80,"14,7","5,3","12,6","4,2",Santo André
131638,3978,FACULDADE DE TECNOLOGIA PENTÁGONO,MECATRÔNICA INDUSTRIAL,3547809,Presencial,2020,95,64,12,0,0,"67,4","27,4","5,3","12,6",0,Santo André
131639,3978,FACULDADE DE TECNOLOGIA PENTÁGONO,MECATRÔNICA INDUSTRIAL,3547809,Presencial,2021,95,63,1,0,0,"66,3","28,4","5,3","1,1",0,Santo André
131975,3985,CENTRO UNIVERSITÁRIO SENAC,ENGENHARIA AMBIENTAL E SANITÁRIA,3550308,Presencial,2017,52,47,0,5,0,"90,4",0,"9,6",0,"9,6",São Paulo
131976,3985,CENTRO UNIVERSITÁRIO SENAC,ENGENHARIA AMBIENTAL E SANITÁRIA,3550308,Presencial,2018,52,32,0,15,0,"61,5",0,"38,5",0,"28,8",São Paulo
131977,3985,CENTRO UNIVERSITÁRIO SENAC,ENGENHARIA AMBIENTAL E SANITÁRIA,3550308,Presencial,2019,52,20,0,12,0,"38,5",0,"61,5",0,"23,1",São Paulo
131978,3985,CENTRO UNIVERSITÁRIO SENAC,ENGENHARIA AMBIENTAL E SANITÁRIA,3550308,Presencial,2020,52,18,0,2,0,"34,6",0,"65,4",0,"3,8",São Paulo
131979,3985,CENTRO UNIVERSITÁRIO SENAC,ENGENHARIA AMBIENTAL E SANITÁRIA,3550308,Presencial,2021,52,4,14,0,0,"7,7","26,9","65,4","26,9",0,São Paulo
132035,3985,CENTRO UNIVERSITÁRIO SENAC,ARQUITETURA E URBANISMO,3550308,Presencial,2017,140,130,0,10,0,"92,9",0,"7,1",0,"7,1",São Paulo
132036,3985,CENTRO UNIVERSITÁRIO SENAC,ARQUITETURA E URBANISMO,3550308,Presencial,2018,140,105,1,24,0,75,"0,7","24,3","0,7","17,1",São Paulo
132037,3985,CENTRO UNIVERSITÁRIO SENAC,ARQUITETURA E URBANISMO,3550308,Presencial,2019,140,82,4,19,0,"58,6","3,6","37,9","2,9","13,6",São Paulo
132038,3985,CENTRO UNIVERSITÁRIO SENAC,ARQUITETURA E URBANISMO,3550308,Presencial,2020,140,70,6,6,0,50,"7,9","42,1","4,3","4,3",São Paulo
132039,3985,CENTRO UNIVERSITÁRIO SENAC,ARQUITETURA E URBANISMO,3550308,Presencial,2021,140,36,34,0,0,"25,7","32,1","42,1","24,3",0,São Paulo
132065,3985,CENTRO UNIVERSITÁRIO SENAC,ENGENHARIA DE COMPUTAÇÃO,3550308,Presencial,2017,33,25,0,8,0,"75,8",0,"24,2",0,"24,2",São Paulo
132066,3985,CENTRO UNIVERSITÁRIO SENAC,ENGENHARIA DE COMPUTAÇÃO,3550308,Presencial,2018,33,18,0,7,0,"54,5",0,"45,5",0,"21,2",São Paulo
132067,3985,CENTRO UNIVERSITÁRIO SENAC,ENGENHARIA DE COMPUTAÇÃO,3550308,Presencial,2019,33,10,0,8,0,"30,3",0,"69,7",0,"24,2",São Paulo
132068,3985,CENTRO UNIVERSITÁRIO SENAC,ENGENHARIA DE COMPUTAÇÃO,3550308,Presencial,2020,33,7,0,3,0,"21,2",0,"78,8",0,"9,1",São Paulo
132069,3985,CENTRO UNIVERSITÁRIO SENAC,ENGENHARIA DE COMPUTAÇÃO,3550308,Presencial,2021,33,7,0,0,0,"21,2",0,"78,8",0,0,São Paulo
132110,3985,CENTRO UNIVERSITÁRIO SENAC,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2017,70,57,0,13,0,"81,4",0,"18,6",0,"18,6",São Paulo
132111,3985,CENTRO UNIVERSITÁRIO SENAC,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2018,70,43,0,14,0,"61,4",0,"38,6",0,20,São Paulo
132112,3985,CENTRO UNIVERSITÁRIO SENAC,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2019,70,30,1,12,0,"42,9","1,4","55,7","1,4","17,1",São Paulo
132113,3985,CENTRO UNIVERSITÁRIO SENAC,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2020,70,27,0,3,0,"38,6","1,4",60,0,"4,3",São Paulo
132114,3985,CENTRO UNIVERSITÁRIO SENAC,ENGENHARIA DE PRODUÇÃO,3550308,Presencial,2021,70,15,10,2,0,"21,4","15,7","62,9","14,3","2,9",São Paulo
132255,3990,FACULDADE SÃO BERNARDO DE TECNOLOGIA,GESTÃO AMBIENTAL,3548708,Presencial,2017,6,0,0,6,0,0,0,100,0,100,São Bernardo do Campo
132256,3990,FACULDADE SÃO BERNARDO DE TECNOLOGIA,GESTÃO AMBIENTAL,3548708,Presencial,2018,6,0,0,0,0,0,0,100,0,0,São Bernardo do Campo
132257,3990,FACULDADE SÃO BERNARDO DE TECNOLOGIA,GESTÃO AMBIENTAL,3548708,Presencial,2019,6,0,0,0,0,0,0,100,0,0,São Bernardo do Campo
132258,3990,FACULDADE SÃO BERNARDO DE TECNOLOGIA,GESTÃO AMBIENTAL,3548708,Presencial,2020,6,0,0,0,0,0,0,100,0,0,São Bernardo do Campo
132259,3990,FACULDADE SÃO BERNARDO DE TECNOLOGIA,GESTÃO AMBIENTAL,3548708,Presencial,2021,6,0,0,0,0,0,0,100,0,0,São Bernardo do Campo
132275,3990,FACULDADE SÃO BERNARDO DE TECNOLOGIA,AUTOMAÇÃO INDUSTRIAL,3548708,Presencial,2017,75,40,8,27,0,"53,3","10,7",36,"10,7",36,São Bernardo do Campo
132276,3990,FACULDADE SÃO BERNARDO DE TECNOLOGIA,AUTOMAÇÃO INDUSTRIAL,3548708,Presencial,2018,75,23,1,16,0,"30,7",12,"57,3","1,3","21,3",São Bernardo do Campo
132277,3990,FACULDADE SÃO BERNARDO DE TECNOLOGIA,AUTOMAÇÃO INDUSTRIAL,3548708,Presencial,2019,75,0,0,23,0,0,12,88,0,"30,7",São Bernardo do Campo
132278,3990,FACULDADE SÃO BERNARDO DE TECNOLOGIA,AUTOMAÇÃO INDUSTRIAL,3548708,Presencial,2020,75,0,0,0,0,0,12,88,0,0,São Bernardo do Campo
132279,3990,FACULDADE SÃO BERNARDO DE TECNOLOGIA,AUTOMAÇÃO INDUSTRIAL,3548708,Presencial,2021,75,0,0,0,0,0,12,88,0,0,São Bernardo do Campo
132280,3990,FACULDADE SÃO BERNARDO DE TECNOLOGIA,ENGENHARIA ELETRÔNICA,3548708,Presencial,2017,70,21,18,31,0,30,"25,7","44,3","25,7","44,3",São Bernardo do Campo
132281,3990,FACULDADE SÃO BERNARDO DE TECNOLOGIA,ENGENHARIA ELETRÔNICA,3548708,Presencial,2018,70,9,0,12,0,"12,9","25,7","61,4",0,"17,1",São Bernardo do Campo
132282,3990,FACULDADE SÃO BERNARDO DE TECNOLOGIA,ENGENHARIA ELETRÔNICA,3548708,Presencial,2019,70,0,0,9,0,0,"25,7","74,3",0,"12,9",São Bernardo do Campo
132283,3990,FACULDADE SÃO BERNARDO DE TECNOLOGIA,ENGENHARIA ELETRÔNICA,3548708,Presencial,2020,70,0,0,0,0,0,"25,7","74,3",0,0,São Bernardo do Campo
132284,3990,FACULDADE SÃO BERNARDO DE TECNOLOGIA,ENGENHARIA ELETRÔNICA,3548708,Presencial,2021,70,0,0,0,0,0,"25,7","74,3",0,0,São Bernardo do Campo
132445,4000,FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULISTA,ENGENHARIA CIVIL,3529005,Presencial,2017,58,58,0,0,0,100,0,0,0,0,Marília
132446,4000,FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULISTA,ENGENHARIA CIVIL,3529005,Presencial,2018,58,57,0,1,0,"98,3",0,"1,7",0,"1,7",Marília
132447,4000,FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULISTA,ENGENHARIA CIVIL,3529005,Presencial,2019,58,41,0,16,0,"70,7",0,"29,3",0,"27,6",Marília
132448,4000,FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULISTA,ENGENHARIA CIVIL,3529005,Presencial,2020,58,34,0,7,0,"58,6",0,"41,4",0,"12,1",Marília
132449,4000,FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULISTA,ENGENHARIA CIVIL,3529005,Presencial,2021,58,27,3,4,0,"46,6","5,2","48,3","5,2","6,9",Marília
132450,4000,FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULISTA,ENGENHARIA ELÉTRICA,3529005,Presencial,2017,38,38,0,0,0,100,0,0,0,0,Marília
132451,4000,FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULISTA,ENGENHARIA ELÉTRICA,3529005,Presencial,2018,38,31,0,7,0,"81,6",0,"18,4",0,"18,4",Marília
132452,4000,FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULISTA,ENGENHARIA ELÉTRICA,3529005,Presencial,2019,38,25,0,6,0,"65,8",0,"34,2",0,"15,8",Marília
132453,4000,FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULISTA,ENGENHARIA ELÉTRICA,3529005,Presencial,2020,38,23,0,2,0,"60,5",0,"39,5",0,"5,3",Marília
132454,4000,FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULISTA,ENGENHARIA ELÉTRICA,3529005,Presencial,2021,38,11,9,3,0,"28,9","23,7","47,4","23,7","7,9",Marília
132470,4000,FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULISTA,ARQUITETURA E URBANISMO,3529005,Presencial,2017,46,46,0,0,0,100,0,0,0,0,Marília
132471,4000,FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULISTA,ARQUITETURA E URBANISMO,3529005,Presencial,2018,46,41,0,5,0,"89,1",0,"10,9",0,"10,9",Marília
132472,4000,FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULISTA,ARQUITETURA E URBANISMO,3529005,Presencial,2019,46,19,0,22,0,"41,3",0,"58,7",0,"47,8",Marília
132473,4000,FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULISTA,ARQUITETURA E URBANISMO,3529005,Presencial,2020,46,9,0,10,0,"19,6",0,"80,4",0,"21,7",Marília
132474,4000,FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULISTA,ARQUITETURA E URBANISMO,3529005,Presencial,2021,46,8,0,1,0,"17,4",0,"82,6",0,"2,2",Marília
132690,4013,FACULDADE ANHANGUERA DE RIO CLARO,ENGENHARIA CIVIL,3543907,Presencial,2017,13,13,0,0,0,100,0,0,0,0,Rio Claro
132691,4013,FACULDADE ANHANGUERA DE RIO CLARO,ENGENHARIA CIVIL,3543907,Presencial,2018,13,1,0,12,0,"7,7",0,"92,3",0,"92,3",Rio Claro
132692,4013,FACULDADE ANHANGUERA DE RIO CLARO,ENGENHARIA CIVIL,3543907,Presencial,2019,13,0,0,1,0,0,0,100,0,"7,7",Rio Claro
132693,4013,FACULDADE ANHANGUERA DE RIO CLARO,ENGENHARIA CIVIL,3543907,Presencial,2020,13,0,0,0,0,0,0,100,0,0,Rio Claro
132694,4013,FACULDADE ANHANGUERA DE RIO CLARO,ENGENHARIA CIVIL,3543907,Presencial,2021,13,0,0,0,0,0,0,100,0,0,Rio Claro
132695,4013,FACULDADE ANHANGUERA DE RIO CLARO,ENGENHARIA MECÂNICA,3543907,Presencial,2017,64,46,0,18,0,"71,9",0,"28,1",0,"28,1",Rio Claro
132696,4013,FACULDADE ANHANGUERA DE RIO CLARO,ENGENHARIA MECÂNICA,3543907,Presencial,2018,64,34,0,12,0,"53,1",0,"46,9",0,"18,8",Rio Claro
132697,4013,FACULDADE ANHANGUERA DE RIO CLARO,ENGENHARIA MECÂNICA,3543907,Presencial,2019,64,29,0,5,0,"45,3",0,"54,7",0,"7,8",Rio Claro
132698,4013,FACULDADE ANHANGUERA DE RIO CLARO,ENGENHARIA MECÂNICA,3543907,Presencial,2020,64,0,0,29,0,0,0,100,0,"45,3",Rio Claro
132699,4013,FACULDADE ANHANGUERA DE RIO CLARO,ENGENHARIA MECÂNICA,3543907,Presencial,2021,64,0,0,0,0,0,0,100,0,0,Rio Claro
132780,4017,CENTRO UNIVERSITÁRIO PADRE ANCHIETA,ENGENHARIA CIVIL,3525904,Presencial,2017,70,59,1,10,0,"84,3","1,4","14,3","1,4","14,3",Jundiaí
132781,4017,CENTRO UNIVERSITÁRIO PADRE ANCHIETA,ENGENHARIA CIVIL,3525904,Presencial,2018,70,44,2,13,0,"62,9","4,3","32,9","2,9","18,6",Jundiaí
132782,4017,CENTRO UNIVERSITÁRIO PADRE ANCHIETA,ENGENHARIA CIVIL,3525904,Presencial,2019,70,32,4,8,0,"45,7",10,"44,3","5,7","11,4",Jundiaí
132783,4017,CENTRO UNIVERSITÁRIO PADRE ANCHIETA,ENGENHARIA CIVIL,3525904,Presencial,2020,70,21,6,5,0,30,"18,6","51,4","8,6","7,1",Jundiaí
132784,4017,CENTRO UNIVERSITÁRIO PADRE ANCHIETA,ENGENHARIA CIVIL,3525904,Presencial,2021,70,10,10,1,0,"14,3","32,9","52,9","14,3","1,4",Jundiaí
132785,4017,CENTRO UNIVERSITÁRIO PADRE ANCHIETA,ENGENHARIA DE PRODUÇÃO,3525904,Presencial,2017,57,50,0,7,0,"87,7",0,"12,3",0,"12,3",Jundiaí
132786,4017,CENTRO UNIVERSITÁRIO PADRE ANCHIETA,ENGENHARIA DE PRODUÇÃO,3525904,Presencial,2018,57,43,0,7,0,"75,4",0,"24,6",0,"12,3",Jundiaí
132787,4017,CENTRO UNIVERSITÁRIO PADRE ANCHIETA,ENGENHARIA DE PRODUÇÃO,3525904,Presencial,2019,57,35,2,6,0,"61,4","3,5","35,1","3,5","10,5",Jundiaí
132788,4017,CENTRO UNIVERSITÁRIO PADRE ANCHIETA,ENGENHARIA DE PRODUÇÃO,3525904,Presencial,2020,57,29,0,6,0,"50,9","3,5","45,6",0,"10,5",Jundiaí
132789,4017,CENTRO UNIVERSITÁRIO PADRE ANCHIETA,ENGENHARIA DE PRODUÇÃO,3525904,Presencial,2021,57,7,21,1,0,"12,3","40,4","47,4","36,8","1,8",Jundiaí
