,id,Nome da Instituicao,Nome do Curso de Graduacao,Codigo do Município do Curso,Modalidade de Ensino,Ano de Referencia,Quantidade de Ingressantes no Curso,Quantidade de Permanencia no Curso no ano de referencia,Quantidade de Concluintes no Curso no ano de referencia,Quantidade de Desistencia no Curso no ano de referencia,Quantidade de Falecimentos no Curso no ano de referencia,Taxa de Permanencia – TAP,Taxa de Conclusao Acumulada - TCA,Taxa de Desistencia Acumulada - TDA,Taxa de Conclusao Anual - TCAN,Taxa de Desistencia Anual - TADA,Nome do Município
79677,1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,ENGENHARIA MECÂNICA,3503307,Presencial,2019,166,96,0,26,0,"57,8",0,"42,2",0,"15,7",Araras
79678,1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,ENGENHARIA MECÂNICA,3503307,Presencial,2020,166,81,2,12,1,"49,1","1,2","49,7","1,2","7,3",Araras
79679,1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,ENGENHARIA MECÂNICA,3503307,Presencial,2021,166,80,1,0,0,"48,5","1,8","49,7","0,6",0,Araras
79680,1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,ENGENHARIA DE PRODUÇÃO,3503307,Presencial,2017,105,91,0,14,0,"86,7",0,"13,3",0,"13,3",Araras
79681,1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,ENGENHARIA DE PRODUÇÃO,3503307,Presencial,2018,105,67,0,24,0,"63,8",0,"36,2",0,"22,9",Araras
79682,1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,ENGENHARIA DE PRODUÇÃO,3503307,Presencial,2019,105,53,1,13,0,"50,5",1,"48,6",1,"12,4",Araras
79683,1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,ENGENHARIA DE PRODUÇÃO,3503307,Presencial,2020,105,47,0,6,0,"44,8",1,"54,3",0,"5,7",Araras
79684,1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,ENGENHARIA DE PRODUÇÃO,3503307,Presencial,2021,105,44,3,0,0,"41,9","3,8","54,3","2,9",0,Araras
79695,1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,ENGENHARIA DA COMPUTAÇÃO,3503307,Presencial,2017,95,90,0,5,0,"94,7",0,"5,3",0,"5,3",Araras
79696,1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,ENGENHARIA DA COMPUTAÇÃO,3503307,Presencial,2018,95,68,0,22,0,"71,6",0,"28,4",0,"23,2",Araras
79697,1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,ENGENHARIA DA COMPUTAÇÃO,3503307,Presencial,2019,95,58,0,10,0,"61,1",0,"38,9",0,"10,5",Araras
79698,1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,ENGENHARIA DA COMPUTAÇÃO,3503307,Presencial,2020,95,55,0,3,0,"57,9",0,"42,1",0,"3,2",Araras
79699,1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,ENGENHARIA DA COMPUTAÇÃO,3503307,Presencial,2021,95,54,1,0,0,"56,8","1,1","42,1","1,1",0,Araras
79725,1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,ENGENHARIA CIVIL,3503307,Presencial,2017,152,133,0,19,0,"87,5",0,"12,5",0,"12,5",Araras
79726,1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,ENGENHARIA CIVIL,3503307,Presencial,2018,152,101,0,32,0,"66,4",0,"33,6",0,"21,1",Araras
79727,1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,ENGENHARIA CIVIL,3503307,Presencial,2019,152,77,0,24,0,"50,7",0,"49,3",0,"15,8",Araras
79728,1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,ENGENHARIA CIVIL,3503307,Presencial,2020,152,69,0,8,0,"45,4",0,"54,6",0,"5,3",Araras
79729,1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,ENGENHARIA CIVIL,3503307,Presencial,2021,152,67,1,1,0,"44,1","0,7","55,3","0,7","0,7",Araras
79735,1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,ENGENHARIA QUÍMICA,3503307,Presencial,2017,105,100,0,5,0,"95,2",0,"4,8",0,"4,8",Araras
79736,1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,ENGENHARIA QUÍMICA,3503307,Presencial,2018,105,85,0,15,0,81,0,19,0,"14,3",Araras
79737,1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,ENGENHARIA QUÍMICA,3503307,Presencial,2019,105,72,1,12,0,"68,6",1,"30,5",1,"11,4",Araras
79738,1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,ENGENHARIA QUÍMICA,3503307,Presencial,2020,105,69,0,3,0,"65,7",1,"33,3",0,"2,9",Araras
79739,1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,ENGENHARIA QUÍMICA,3503307,Presencial,2021,105,63,4,2,0,60,"4,8","35,2","3,8","1,9",Araras
79790,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,ENGENHARIA DE PRODUÇÃO,3526704,Presencial,2017,10,2,0,8,0,20,0,80,0,80,Leme
79791,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,ENGENHARIA DE PRODUÇÃO,3526704,Presencial,2018,10,2,0,0,0,20,0,80,0,0,Leme
79792,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,ENGENHARIA DE PRODUÇÃO,3526704,Presencial,2019,10,1,0,1,0,10,0,90,0,10,Leme
79793,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,ENGENHARIA DE PRODUÇÃO,3526704,Presencial,2020,10,1,0,0,0,10,0,90,0,0,Leme
79794,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,ENGENHARIA DE PRODUÇÃO,3526704,Presencial,2021,10,0,1,0,0,0,10,90,10,0,Leme
79800,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,ENGENHARIA MECÂNICA,3539301,Presencial,2017,55,50,0,5,0,"90,9",0,"9,1",0,"9,1",Pirassununga
79801,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,ENGENHARIA MECÂNICA,3539301,Presencial,2018,55,41,1,8,0,"74,5","1,8","23,6","1,8","14,5",Pirassununga
79802,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,ENGENHARIA MECÂNICA,3539301,Presencial,2019,55,34,1,6,0,"61,8","3,6","34,5","1,8","10,9",Pirassununga
79803,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,ENGENHARIA MECÂNICA,3539301,Presencial,2020,55,30,1,3,0,"54,5","5,5",40,"1,8","5,5",Pirassununga
79804,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,ENGENHARIA MECÂNICA,3539301,Presencial,2021,55,21,3,6,0,"38,2","10,9","50,9","5,5","10,9",Pirassununga
79805,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,ENGENHARIA CIVIL,3526704,Presencial,2017,52,38,0,14,0,"73,1",0,"26,9",0,"26,9",Leme
79806,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,ENGENHARIA CIVIL,3526704,Presencial,2018,52,29,0,9,0,"55,8",0,"44,2",0,"17,3",Leme
79807,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,ENGENHARIA CIVIL,3526704,Presencial,2019,52,22,0,7,0,"42,3",0,"57,7",0,"13,5",Leme
79808,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,ENGENHARIA CIVIL,3526704,Presencial,2020,52,17,1,4,0,"32,7","1,9","65,4","1,9","7,7",Leme
79809,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,ENGENHARIA CIVIL,3526704,Presencial,2021,52,10,5,2,0,"19,2","11,5","69,2","9,6","3,8",Leme
79810,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3526704,Presencial,2017,5,2,0,3,0,40,0,60,0,60,Leme
79811,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3526704,Presencial,2018,5,2,0,0,0,40,0,60,0,0,Leme
79812,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3526704,Presencial,2019,5,2,0,0,0,40,0,60,0,0,Leme
79813,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3526704,Presencial,2020,5,1,0,1,0,20,0,80,0,20,Leme
79814,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3526704,Presencial,2021,5,1,0,0,0,20,0,80,0,0,Leme
79820,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,ARQUITETURA E URBANISMO,3526704,Presencial,2017,47,41,0,6,0,"87,2",0,"12,8",0,"12,8",Leme
79821,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,ARQUITETURA E URBANISMO,3526704,Presencial,2018,47,31,0,10,0,66,0,34,0,"21,3",Leme
79822,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,ARQUITETURA E URBANISMO,3526704,Presencial,2019,47,27,0,4,0,"57,4",0,"42,6",0,"8,5",Leme
79823,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,ARQUITETURA E URBANISMO,3526704,Presencial,2020,47,20,2,5,0,"42,6","4,3","53,2","4,3","10,6",Leme
79824,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,ARQUITETURA E URBANISMO,3526704,Presencial,2021,47,8,8,4,0,17,"21,3","61,7",17,"8,5",Leme
79840,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA DE ALIMENTOS,3549805,Presencial,2017,15,15,0,0,0,100,0,0,0,0,São José do Rio Preto
79841,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA DE ALIMENTOS,3549805,Presencial,2018,15,12,0,3,0,80,0,20,0,20,São José do Rio Preto
79842,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA DE ALIMENTOS,3549805,Presencial,2019,15,12,0,0,0,80,0,20,0,0,São José do Rio Preto
79843,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA DE ALIMENTOS,3549805,Presencial,2020,15,11,1,0,0,"73,3","6,7",20,"6,7",0,São José do Rio Preto
79844,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA DE ALIMENTOS,3549805,Presencial,2021,15,2,9,0,0,"13,3","66,7",20,60,0,São José do Rio Preto
79920,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA CIVIL,3549805,Presencial,2017,54,54,0,0,0,100,0,0,0,0,São José do Rio Preto
79921,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA CIVIL,3549805,Presencial,2018,54,33,0,21,0,"61,1",0,"38,9",0,"38,9",São José do Rio Preto
79922,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA CIVIL,3549805,Presencial,2019,54,32,0,1,0,"59,3",0,"40,7",0,"1,9",São José do Rio Preto
79923,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA CIVIL,3549805,Presencial,2020,54,26,3,3,0,"48,1","5,6","46,3","5,6","5,6",São José do Rio Preto
79924,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA CIVIL,3549805,Presencial,2021,54,8,18,0,0,"14,8","38,9","46,3","33,3",0,São José do Rio Preto
79925,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA DE PRODUÇÃO,3549805,Presencial,2017,20,20,0,0,0,100,0,0,0,0,São José do Rio Preto
79926,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA DE PRODUÇÃO,3549805,Presencial,2018,20,12,1,7,0,60,5,35,5,35,São José do Rio Preto
79927,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA DE PRODUÇÃO,3549805,Presencial,2019,20,12,0,0,0,60,5,35,0,0,São José do Rio Preto
79928,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA DE PRODUÇÃO,3549805,Presencial,2020,20,10,2,0,0,50,15,35,10,0,São José do Rio Preto
79929,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA DE PRODUÇÃO,3549805,Presencial,2021,20,5,5,0,0,25,40,35,25,0,São José do Rio Preto
79940,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA ELÉTRICA,3549805,Presencial,2017,24,24,0,0,0,100,0,0,0,0,São José do Rio Preto
79941,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA ELÉTRICA,3549805,Presencial,2018,24,18,0,6,0,75,0,25,0,25,São José do Rio Preto
79942,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA ELÉTRICA,3549805,Presencial,2019,24,16,0,2,0,"66,7",0,"33,3",0,"8,3",São José do Rio Preto
79943,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA ELÉTRICA,3549805,Presencial,2020,24,12,3,1,0,50,"12,5","37,5","12,5","4,2",São José do Rio Preto
79944,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA ELÉTRICA,3549805,Presencial,2021,24,5,7,0,0,"20,8","41,7","37,5","29,2",0,São José do Rio Preto
79950,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ARQUITETURA E URBANISMO,3549805,Presencial,2017,40,40,0,0,0,100,0,0,0,0,São José do Rio Preto
79951,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ARQUITETURA E URBANISMO,3549805,Presencial,2018,40,34,0,6,0,85,0,15,0,15,São José do Rio Preto
79952,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ARQUITETURA E URBANISMO,3549805,Presencial,2019,40,33,1,0,0,"82,5","2,5",15,"2,5",0,São José do Rio Preto
79953,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ARQUITETURA E URBANISMO,3549805,Presencial,2020,40,27,2,4,0,"67,5","7,5",25,5,10,São José do Rio Preto
79954,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ARQUITETURA E URBANISMO,3549805,Presencial,2021,40,23,3,1,0,"57,5",15,"27,5","7,5","2,5",São José do Rio Preto
79960,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA DE COMPUTAÇÃO,3549805,Presencial,2017,4,4,0,0,0,100,0,0,0,0,São José do Rio Preto
79961,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA DE COMPUTAÇÃO,3549805,Presencial,2018,4,2,0,2,0,50,0,50,0,50,São José do Rio Preto
79962,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA DE COMPUTAÇÃO,3549805,Presencial,2019,4,2,0,0,0,50,0,50,0,0,São José do Rio Preto
79963,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA DE COMPUTAÇÃO,3549805,Presencial,2020,4,2,0,0,0,50,0,50,0,0,São José do Rio Preto
79964,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA DE COMPUTAÇÃO,3549805,Presencial,2021,4,2,0,0,0,50,0,50,0,0,São José do Rio Preto
79970,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA QUÍMICA,3549805,Presencial,2017,10,10,0,0,0,100,0,0,0,0,São José do Rio Preto
79971,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA QUÍMICA,3549805,Presencial,2018,10,7,0,3,0,70,0,30,0,30,São José do Rio Preto
79972,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA QUÍMICA,3549805,Presencial,2019,10,7,0,0,0,70,0,30,0,0,São José do Rio Preto
79973,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA QUÍMICA,3549805,Presencial,2020,10,7,0,0,0,70,0,30,0,0,São José do Rio Preto
79974,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,ENGENHARIA QUÍMICA,3549805,Presencial,2021,10,4,2,1,0,40,20,40,20,10,São José do Rio Preto
81715,1092,FACULDADES INTEGRADAS DE BAURU,ENGENHARIA DE PRODUÇÃO,3506003,Presencial,2017,6,4,0,2,0,"66,7",0,"33,3",0,"33,3",Bauru
81716,1092,FACULDADES INTEGRADAS DE BAURU,ENGENHARIA DE PRODUÇÃO,3506003,Presencial,2018,6,3,0,1,0,50,0,50,0,"16,7",Bauru
81717,1092,FACULDADES INTEGRADAS DE BAURU,ENGENHARIA DE PRODUÇÃO,3506003,Presencial,2019,6,3,0,0,0,50,0,50,0,0,Bauru
81718,1092,FACULDADES INTEGRADAS DE BAURU,ENGENHARIA DE PRODUÇÃO,3506003,Presencial,2020,6,1,1,1,0,"16,7","16,7","66,7","16,7","16,7",Bauru
81719,1092,FACULDADES INTEGRADAS DE BAURU,ENGENHARIA DE PRODUÇÃO,3506003,Presencial,2021,6,0,1,0,0,0,"33,3","66,7","16,7",0,Bauru
81730,1092,FACULDADES INTEGRADAS DE BAURU,ENGENHARIA CIVIL,3506003,Presencial,2017,49,48,0,1,0,98,0,2,0,2,Bauru
81731,1092,FACULDADES INTEGRADAS DE BAURU,ENGENHARIA CIVIL,3506003,Presencial,2018,49,40,0,8,0,"81,6",0,"18,4",0,"16,3",Bauru
81732,1092,FACULDADES INTEGRADAS DE BAURU,ENGENHARIA CIVIL,3506003,Presencial,2019,49,32,0,8,0,"65,3",0,"34,7",0,"16,3",Bauru
81733,1092,FACULDADES INTEGRADAS DE BAURU,ENGENHARIA CIVIL,3506003,Presencial,2020,49,22,6,4,0,"44,9","12,2","42,9","12,2","8,2",Bauru
81734,1092,FACULDADES INTEGRADAS DE BAURU,ENGENHARIA CIVIL,3506003,Presencial,2021,49,7,11,4,0,"14,3","34,7",51,"22,4","8,2",Bauru
81755,1092,FACULDADES INTEGRADAS DE BAURU,ARQUITETURA E URBANISMO,3506003,Presencial,2017,32,30,0,2,0,"93,8",0,"6,3",0,"6,3",Bauru
81756,1092,FACULDADES INTEGRADAS DE BAURU,ARQUITETURA E URBANISMO,3506003,Presencial,2018,32,23,0,7,0,"71,9",0,"28,1",0,"21,9",Bauru
81757,1092,FACULDADES INTEGRADAS DE BAURU,ARQUITETURA E URBANISMO,3506003,Presencial,2019,32,20,0,3,0,"62,5",0,"37,5",0,"9,4",Bauru
81758,1092,FACULDADES INTEGRADAS DE BAURU,ARQUITETURA E URBANISMO,3506003,Presencial,2020,32,19,0,1,0,"59,4",0,"40,6",0,"3,1",Bauru
81759,1092,FACULDADES INTEGRADAS DE BAURU,ARQUITETURA E URBANISMO,3506003,Presencial,2021,32,5,12,2,0,"15,6","37,5","46,9","37,5","6,3",Bauru
82820,1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,ENGENHARIA,3549805,Presencial,2017,10,10,0,0,0,100,0,0,0,0,São José do Rio Preto
82821,1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,ENGENHARIA,3549805,Presencial,2018,10,10,0,0,0,100,0,0,0,0,São José do Rio Preto
82822,1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,ENGENHARIA,3549805,Presencial,2019,10,7,0,3,0,70,0,30,0,30,São José do Rio Preto
82823,1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,ENGENHARIA,3549805,Presencial,2020,10,7,0,0,0,70,0,30,0,0,São José do Rio Preto
82824,1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,ENGENHARIA,3549805,Presencial,2021,10,3,2,2,0,30,20,50,20,20,São José do Rio Preto
82840,1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,ENGENHARIA DE PRODUÇÃO,3549805,Presencial,2017,31,31,0,0,0,100,0,0,0,0,São José do Rio Preto
82841,1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,ENGENHARIA DE PRODUÇÃO,3549805,Presencial,2018,31,31,0,0,0,100,0,0,0,0,São José do Rio Preto
82842,1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,ENGENHARIA DE PRODUÇÃO,3549805,Presencial,2019,31,25,5,1,0,"80,6","16,1","3,2","16,1","3,2",São José do Rio Preto
82843,1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,ENGENHARIA DE PRODUÇÃO,3549805,Presencial,2020,31,24,1,0,0,"77,4","19,4","3,2","3,2",0,São José do Rio Preto
82844,1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,ENGENHARIA DE PRODUÇÃO,3549805,Presencial,2021,31,6,18,0,0,"19,4","77,4","3,2","58,1",0,São José do Rio Preto
82850,1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,ENGENHARIA CIVIL,3549805,Presencial,2017,49,49,0,0,0,100,0,0,0,0,São José do Rio Preto
82851,1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,ENGENHARIA CIVIL,3549805,Presencial,2018,49,49,0,0,0,100,0,0,0,0,São José do Rio Preto
82852,1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,ENGENHARIA CIVIL,3549805,Presencial,2019,49,40,0,9,0,"81,6",0,"18,4",0,"18,4",São José do Rio Preto
82853,1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,ENGENHARIA CIVIL,3549805,Presencial,2020,49,40,0,0,0,"81,6",0,"18,4",0,0,São José do Rio Preto
82854,1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,ENGENHARIA CIVIL,3549805,Presencial,2021,49,5,31,4,0,"10,2","63,3","26,5","63,3","8,2",São José do Rio Preto
82855,1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,ENGENHARIA QUÍMICA,3549805,Presencial,2017,16,16,0,0,0,100,0,0,0,0,São José do Rio Preto
82856,1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,ENGENHARIA QUÍMICA,3549805,Presencial,2018,16,16,0,0,0,100,0,0,0,0,São José do Rio Preto
82857,1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,ENGENHARIA QUÍMICA,3549805,Presencial,2019,16,16,0,0,0,100,0,0,0,0,São José do Rio Preto
82858,1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,ENGENHARIA QUÍMICA,3549805,Presencial,2020,16,16,0,0,0,100,0,0,0,0,São José do Rio Preto
82859,1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,ENGENHARIA QUÍMICA,3549805,Presencial,2021,16,4,12,0,0,25,75,0,75,0,São José do Rio Preto
82860,1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,ENGENHARIA ELÉTRICA,3549805,Presencial,2017,34,34,0,0,0,100,0,0,0,0,São José do Rio Preto
82861,1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,ENGENHARIA ELÉTRICA,3549805,Presencial,2018,34,34,0,0,0,100,0,0,0,0,São José do Rio Preto
82862,1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,ENGENHARIA ELÉTRICA,3549805,Presencial,2019,34,20,0,14,0,"58,8",0,"41,2",0,"41,2",São José do Rio Preto
82863,1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,ENGENHARIA ELÉTRICA,3549805,Presencial,2020,34,16,3,1,0,"47,1","8,8","44,1","8,8","2,9",São José do Rio Preto
82864,1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,ENGENHARIA ELÉTRICA,3549805,Presencial,2021,34,7,8,1,0,"20,6","32,4","47,1","23,5","2,9",São José do Rio Preto
83180,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA DE PRODUÇÃO MECÂNICA,3545209,Presencial,2017,19,11,5,3,0,"57,9","26,3","15,8","26,3","15,8",Salto
83181,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA DE PRODUÇÃO MECÂNICA,3545209,Presencial,2018,19,5,5,1,0,"26,3","52,6","21,1","26,3","5,3",Salto
83182,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA DE PRODUÇÃO MECÂNICA,3545209,Presencial,2019,19,1,2,2,0,"5,3","63,2","31,6","10,5","10,5",Salto
83183,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA DE PRODUÇÃO MECÂNICA,3545209,Presencial,2020,19,0,1,0,0,0,"68,4","31,6","5,3",0,Salto
83184,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA DE PRODUÇÃO MECÂNICA,3545209,Presencial,2021,19,0,0,0,0,0,"68,4","31,6",0,0,Salto
83185,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA CIVIL,3545209,Presencial,2017,156,123,1,32,0,"78,8","0,6","20,5","0,6","20,5",Salto
83186,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA CIVIL,3545209,Presencial,2018,156,81,6,36,0,"51,9","4,5","43,6","3,8","23,1",Salto
83187,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA CIVIL,3545209,Presencial,2019,156,63,6,12,0,"40,4","8,3","51,3","3,8","7,7",Salto
83188,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA CIVIL,3545209,Presencial,2020,156,49,5,9,0,"31,4","11,5","57,1","3,2","5,8",Salto
83189,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ENGENHARIA CIVIL,3545209,Presencial,2021,156,20,23,6,0,"12,8","26,3","60,9","14,7","3,8",Salto
83195,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ARQUITETURA E URBANISMO,3545209,Presencial,2017,232,179,7,46,0,"77,2",3,"19,8",3,"19,8",Salto
83196,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ARQUITETURA E URBANISMO,3545209,Presencial,2018,232,149,2,28,0,"64,2","3,9","31,9","0,9","12,1",Salto
83197,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ARQUITETURA E URBANISMO,3545209,Presencial,2019,232,115,6,28,0,"49,6","6,5",44,"2,6","12,1",Salto
83198,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ARQUITETURA E URBANISMO,3545209,Presencial,2020,232,91,2,22,0,"39,2","7,3","53,4","0,9","9,5",Salto
83199,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,ARQUITETURA E URBANISMO,3545209,Presencial,2021,232,31,49,11,0,"13,4","28,4","58,2","21,1","4,7",Salto
